path,sample,time_s,radius_m,angle_deg,target_x_m,target_y_m,x_m,y_m,z_m,theta1_deg,theta2_deg,theta3_deg,torque1_nm,torque2_nm,torque3_nm
quarter_circle_workspace,12416,54.21834061135371,0.20400000000000001,40.0,-0.16372693360372848,-0.18887132762394598,-0.1637269671766215,-0.188871339919629,6.938893903907228e-18,116.23167444782068,-138.06701520173584,43.65466919815634,1.9279402644441532,-0.137124064316448,0.4060312616455857
quarter_circle_workspace,12417,54.222707423580786,0.20400000000000001,40.99999999999999,-0.1660392456345545,-0.18616395808593653,-0.16603927328497903,-0.18616397134598947,2.0816681711721685e-17,117.11663836557925,-138.16282748775677,43.989742731719794,1.9665209674888615,-0.11226163857061552,0.320948785974054
quarter_circle_workspace,12418,54.227074235807855,0.20400000000000001,42.0,-0.16839845560261157,-0.18349735630279293,-0.16839848101025706,-0.18349737082387374,0.0,118.01256566532938,-138.24847134165563,44.29100486254098,2.004563774930112,-0.08803420809254384,0.2353087163304042
quarter_circle_workspace,12419,54.23144104803493,0.20400000000000001,43.0,-0.1708038448696892,-0.1808723345472503,-0.17080387231463,-0.18087235092900725,6.938893903907228e-18,118.92028038439697,-138.32360786867747,44.556685720228664,2.042063473308891,-0.06430831773762323,0.14922931478909413
quarter_circle_workspace,12420,54.23580786026201,0.20400000000000001,44.0,-0.17325468073091516,-0.17828969242636455,-0.17325471494702466,-0.1782897115942029,0.0,119.84048740939916,-138.3879736077653,44.78531837791386,2.078995706465818,-0.040968066097036016,0.06282515782562717
quarter_circle_workspace,12421,54.24017467248908,0.20400000000000001,45.0,-0.1757502166379443,-0.17575021663794432,-0.17575026268670346,-0.17575023985483618,6.938893903907228e-18,120.77378327867902,-138.44136233278405,44.97569100476697,2.1153205758782945,-0.01791215747264331,-0.0237918389303075
quarter_circle_workspace,12422,54.24454148471615,0.20400000000000001,45.99999999999999,-0.17828969242636453,-0.17325468073091518,-0.17828975558931662,-0.1732547096005225,1.3877787807814457e-17,121.72066510628983,-138.48361039601173,45.12680808331668,2.3218900899697688,0.10445422745012196,-0.36008915479524506
quarter_circle_workspace,12423,54.24890829694323,0.20400000000000001,47.0,-0.1808723345472503,-0.17080384486968922,-0.1808724202347785,-0.17080388133267596,-1.3877787807814457e-17,122.68153796484752,-138.5145849559951,45.23785900072429,2.549840179619225,0.24484791343815293,-0.7796231901027458
quarter_circle_workspace,12424,54.2532751091703,0.20400000000000001,48.0,-0.18349735630279293,-0.16839845560261157,-0.183497416313889,-0.1683984976171864,0.0,123.69517677221644,-138.50379424002696,45.19915561985472,2.5977644872967596,0.2815217696205735,-0.9333665059126376
quarter_circle_workspace,12425,54.25764192139738,0.20400000000000001,49.0,-0.18616395808593653,-0.1660392456345545,-0.18616402988177932,-0.16603929426024294,-2.7755575615628914e-17,124.71938474237386,-138.4846381993627,45.13046134165781,2.622132214145721,0.3067342080719232,-1.054969574204621
quarter_circle_workspace,12426,54.26200873362445,0.20400000000000001,50.0,-0.18887132762394596,-0.16372693360372848,-0.1888713949220177,-0.1637269816850447,-1.3877787807814457e-17,125.79570791906194,-138.42388236931387,44.913234622355105,2.436297088547473,0.20830254543318827,-0.8583378791751087
quarter_circle_workspace,12427,54.266375545851524,0.20400000000000001,50.99999999999999,-0.19161864022583314,-0.16146222386277795,-0.19161870869677425,-0.16146227396258206,0.0,126.87395533303338,-138.36108001135275,44.68960173261954,2.4438845178427253,0.2209527350492273,-0.8898068998713965
quarter_circle_workspace,12428,54.2707423580786,0.20400000000000001,52.0,-0.1944050590335657,-0.1592458062642287,-0.1944051324163874,-0.15924586030762528,6.938893903907228e-18,127.95832549685399,-138.2927686914682,44.44739535718483,2.4911059358352943,0.2595270931722776,-1.035733914686498
quarter_circle_workspace,12429,54.275109170305676,0.20400000000000001,53.0,-0.19722973527698215,-0.15707835595035224,-0.1972297984552201,-0.1570784062165861,6.938893903907228e-18,129.0903700348188,-138.18457434809557,44.066009567670264,2.323855416541482,0.16654167765683536,-0.8052618272933669
quarter_circle_workspace,12430,54.27947598253275,0.20400000000000001,54.0,-0.2000918085323355,-0.1549605331475107,-0.20009188652283888,-0.15496059283387004,6.938893903907228e-18,130.18055310942987,-138.1097928105444,43.80392488533474,2.568797590884233,0.32687713263711926,-1.2035893905668293
quarter_circle_workspace,12431,54.28384279475982,0.20400000000000001,55.0,-0.20299040698438658,-0.15289298296504567,-0.20299047978990326,-0.15289304146636326,-1.3877787807814457e-17,131.3274056383809,-137.98638398005977,43.374189614982406,2.754153782184868,0.4604038050283582,-1.5744981323457532
quarter_circle_workspace,12432,54.2882096069869,0.20400000000000001,56.0,-0.20592464769196767,-0.15087633519877147,-0.20592472102238124,-0.15087639561701194,0.0,132.4747367497328,-137.86052220837158,42.939333895774226,2.53456447513145,0.34072695692137156,-1.3179991865940557
quarter_circle_workspace,12433,54.29257641921397,0.20400000000000001,57.0,-0.20889363685693446,-0.1489112041391335,-0.2088936970335154,-0.14891125821410034,1.3877787807814457e-17,133.66413057298163,-137.69559279119923,42.374635914070566,2.3783838567596587,0.25279051113660816,-1.0948598840503734
quarter_circle_workspace,12434,54.29694323144105,0.20400000000000001,58.00000000000001,-0.2118964700964262,-0.1469981883840891,-0.2118965424961095,-0.14699825154020593,0.0,134.8090948022372,-137.5669238672004,41.93798774599296,2.6199614182423145,0.4256432949739668,-1.5001108168501602
quarter_circle_workspace,12435,54.30131004366812,0.20400000000000001,58.99999999999999,-0.21493223271834894,-0.1451378706567691,-0.21493229814377124,-0.14513793098799327,0.0,136.0065772076184,-137.38807310253068,41.33665312112096,2.636426213247503,0.454933474986987,-1.6120549915540854
quarter_circle_workspace,12436,54.30567685589519,0.20400000000000001,59.99999999999999,-0.21799999999999997,-0.14333081762797453,-0.21800006461471877,-0.14333087897770927,0.0,137.20096225193444,-137.2078857212111,40.737193623344986,2.451296016906393,0.34892736049609063,-1.3503541632937308
