path,sample,radius_m,angle_deg,target_x_m,target_y_m,final_x_m,final_y_m,theta1_deg,theta2_deg,theta3_deg
quarter_circle_workspace,24,0.34,24.0,-0.009394544401515714,-0.18170954135422795,-0.00939463003892338,-0.18170950784025605,56.41076688498794,-56.277018776267084,9.728586761606731
quarter_circle_workspace,25,0.34,25.0,-0.011855352407538988,-0.1763097910081622,-0.01185542146278172,-0.17630976238913998,57.322773905095225,-56.64645132480904,10.650317627886308
quarter_circle_workspace,26,0.34,26.0,-0.014410024258283194,-0.17095381009171365,-0.01441010461961316,-0.17095378486084814,58.24581395350027,-56.9366031580547,11.394653937163064
quarter_circle_workspace,27,0.34,27.0,-0.017057781775954906,-0.16564323008855408,-0.017057865674615175,-0.16564320865748838,59.16303886416112,-57.22103207122638,12.143402916107098
quarter_circle_workspace,28,0.34,28.0,-0.019797818427964797,-0.16037966865279712,-0.01979790028786818,-0.1603796508370035,60.07602260633145,-57.49447390080859,12.882628320303787
quarter_circle_workspace,29,0.34,29.000000000000004,-0.022629299572605455,-0.1551647291162454,-0.02262937573036472,-0.15516471443263624,60.98617198676523,-57.753769314228954,13.602773429223861
quarter_circle_workspace,30,0.34,29.999999999999996,-0.025551362713290837,-0.15000000000000002,-0.025551455428872924,-0.14999999037844913,61.91082462367081,-57.95577106711902,14.177794064580311
quarter_circle_workspace,31,0.34,31.0,-0.028563117761281787,-0.1448870545305816,-0.0285632166142179,-0.1448870492283832,62.83077349807058,-58.15683451036263,14.763384084605802
quarter_circle_workspace,32,0.34,32.0,-0.031663647306815146,-0.13982745016071033,-0.03166374433100533,-0.13982744812654826,63.74781017360042,-58.3521508550399,15.34587931356804
quarter_circle_workspace,33,0.34,33.0,-0.03485200689855583,-0.1348227280948908,-0.03485209636304282,-0.13482272807362228,64.66351358345878,-58.538466946723666,15.915079739001865
quarter_circle_workspace,34,0.34,34.0,-0.03812722533128582,-0.12987441281994605,-0.03812730358507524,-0.12987441360071456,65.57928647400693,-58.7136612480208,16.463358589418018
quarter_circle_workspace,35,0.34,35.0,-0.04148830494174277,-0.12498401164064435,-0.041488370074272446,-0.12498401220402305,66.49637967753122,-58.87642589798441,16.985002826372575
quarter_circle_workspace,36,0.34,36.0,-0.044934221912517835,-0.12015301422055913,-0.044934273384298215,-0.12015301381963103,67.41591000149022,-59.02603025404191,17.475723623661423
quarter_circle_workspace,37,0.34,37.0,-0.0484639265839204,-0.11538289212830358,-0.048463964892389216,-0.11538289032766942,68.33887423100217,-59.162146006165194,17.93229283636564
quarter_circle_workspace,38,0.34,37.99999999999999,-0.052076343773714506,-0.11067509838927622,-0.05207637017546479,-0.11067509507797138,69.26616038109579,-59.28471836313622,18.35227329647259
quarter_circle_workspace,39,0.34,39.0,-0.0557703731046299,-0.10603106704305529,-0.055770389394940945,-0.10603106243167967,70.19855675012674,-59.39387143865506,18.73381912641859
quarter_circle_workspace,40,0.34,40.0,-0.05954488933954749,-0.10145221270657664,-0.05954489768197252,-0.1014522073150387,71.13675910184435,-59.48983886673583,19.07552831144565
quarter_circle_workspace,41,0.34,40.99999999999999,-0.0633987427242575,-0.09693993014322755,-0.0633987455207225,-0.09693992478292568,72.08137623427623,-59.5729129483947,19.37633423322318
quarter_circle_workspace,42,0.34,42.0,-0.06733075933768595,-0.0924955938379882,-0.06733075912993056,-0.09249558959060779,73.03293418043611,-59.64340738149543,19.635426196738916
quarter_circle_workspace,43,0.34,43.0,-0.07133974144948199,-0.08812055757875051,-0.07133974084405846,-0.08812055577286852,73.99187928551662,-59.7016299537065,19.852191483305486
quarter_circle_workspace,44,0.34,44.0,-0.07542446788485857,-0.08381615404394091,-0.07542446949553464,-0.0838161562300613,74.95858040137017,-59.74786257373436,20.026173345407482
quarter_circle_workspace,45,0.34,45.0,-0.07958369439657381,-0.07958369439657384,-0.07958370079947705,-0.07958370232094418,75.93333042764013,-59.78234675307307,20.157040776050703
quarter_circle_workspace,46,0.34,45.99999999999999,-0.08381615404394088,-0.07542446788485863,-0.08381616774203822,-0.07542448346229685,76.91634741078455,-59.80527319028528,20.244566949058054
quarter_circle_workspace,47,0.34,47.0,-0.08812055757875051,-0.07133974144948202,-0.08812058097323208,-0.07133976673543407,77.90777538972235,-59.81677450060115,20.288614022621964
quarter_circle_workspace,48,0.34,48.0,-0.0924955938379882,-0.06733075933768595,-0.09249562920486491,-0.06733079649976478,78.90768515219271,-59.81692041302822,20.28912259147302
quarter_circle_workspace,49,0.34,49.0,-0.09693993014322752,-0.0633987427242575,-0.09693997961399095,-0.06339879401357047,79.91607504082275,-59.8057149540791,20.24610451319245
quarter_circle_workspace,50,0.34,50.0,-0.10145221270657662,-0.05954488933954749,-0.10145227825214652,-0.05954495706217215,80.93287192342885,-59.78309527358145,20.159638159789758
quarter_circle_workspace,51,0.34,50.99999999999999,-0.10603106704305523,-0.0557703731046299,-0.10603113470146026,-0.05577044492449597,81.97445189369049,-59.726085198300986,19.943718805156017
quarter_circle_workspace,52,0.34,52.0,-0.11067509838927617,-0.052076343773714506,-0.11067515813520652,-0.052076410053283756,83.03508044312954,-59.6404674076739,19.624277989973795
quarter_circle_workspace,53,0.34,53.0,-0.11538289212830358,-0.0484639265839204,-0.11538295091933931,-0.04846399387669201,84.09468844629815,-59.553329751973585,19.304734003076014
quarter_circle_workspace,54,0.34,54.0,-0.12015301422055913,-0.044934221912517835,-0.12015307575396256,-0.04493429404255386,85.1565032195464,-59.45970156890093,18.96731349092218
quarter_circle_workspace,55,0.34,55.0,-0.12498401164064435,-0.04148830494174277,-0.12498406598800943,-0.0414883715070621,86.23572364036524,-59.33452894370774,18.525279876027785
quarter_circle_workspace,56,0.34,56.0,-0.12987441281994608,-0.03812722533128582,-0.12987446633685223,-0.03812729294298081,87.31288439234658,-59.20668901823167,18.083751173427114
quarter_circle_workspace,57,0.34,57.0,-0.1348227280948908,-0.03485200689855583,-0.1348227837835587,-0.03485207899056399,88.39131476784998,-59.07030023893478,17.622986900078068
quarter_circle_workspace,58,0.34,58.00000000000001,-0.13982745016071033,-0.031663647306815146,-0.13982750953669115,-0.031663725854488484,89.4723352955277,-58.92203428308116,17.133299754474102
quarter_circle_workspace,59,0.34,58.99999999999999,-0.14488705453058154,-0.028563117761281842,-0.14488710712585018,-0.0285631905017235,90.56812998607232,-58.73613722693314,16.53460370269292
quarter_circle_workspace,60,0.34,59.99999999999999,-0.14999999999999997,-0.025551362713290837,-0.1500000517178784,-0.0255514365793197,91.66003753312556,-58.5459198144845,15.938102278415199
quarter_circle_workspace,61,0.34,61.0,-0.15516472911624538,-0.022629299572605455,-0.15516478243099152,-0.02262937778121242,92.7511899528794,-58.344442429180404,15.322591925809729
quarter_circle_workspace,62,0.34,62.0,-0.1603796686527971,-0.019797818427964853,-0.16037971511605453,-0.019797889985220044,93.85221560593098,-58.10424229840504,14.608870220152923
quarter_circle_workspace,63,0.34,63.0,-0.16564323008855406,-0.017057781775954906,-0.16564327545595636,-0.01705785413027494,94.94735354489862,-57.85949403659387,13.902092617673798
quarter_circle_workspace,64,0.34,64.0,-0.17095381009171365,-0.01441002425828325,-0.17095385650164124,-0.01441010049644692,96.03978336324128,-57.60169520207129,13.178001007734451
quarter_circle_workspace,65,0.34,65.0,-0.1763097910081622,-0.011855352407538988,-0.176309839266877,-0.011855433946588667,97.13025479287604,-57.32692455239721,12.427264656484741
quarter_circle_workspace,66,0.34,66.0,-0.18170954135422793,-0.009394544401515714,-0.181709583561465,-0.009394619539201857,98.225755602106,-57.00798112241603,11.580667944209726
quarter_circle_workspace,67,0.34,66.99999999999999,-0.18715141631364685,-0.007028349826170288,-0.18715145746500333,-0.007028425982186393,99.3135101053696,-56.682923592039636,10.742788840205833
quarter_circle_workspace,68,0.34,68.0,-0.19263375823858994,-0.004757489447292262,-0.19263379999515884,-0.004757569427671374,100.39601717312458,-56.34223191043636,9.889231471912366
